Concept,Taxonomy,Value,Filing Date,End Date,Unit,Fiscal Period,Form Type,Accession Number
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,577000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,563000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,554000000,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,554000000,2020-10-27,2020-06-30,USD,Q1,10-Q,0001564590-20-047996
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,554000000,2021-01-26,2020-06-30,USD,Q2,10-Q,0001564590-21-002316
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,554000000,2021-04-27,2020-06-30,USD,Q3,10-Q,0001564590-21-020891
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,554000000,2021-07-29,2020-06-30,USD,FY,10-K,0001564590-21-039151
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,542000000,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,533000000,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,521000000,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,511000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,511000000,2021-10-26,2021-06-30,USD,Q1,10-Q,0001564590-21-051992
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,511000000,2022-01-25,2021-06-30,USD,Q2,10-Q,0001564590-22-002324
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,511000000,2022-04-26,2021-06-30,USD,Q3,10-Q,0001564590-22-015675
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,511000000,2022-07-28,2021-06-30,USD,FY,10-K,0001564590-22-026876
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,499000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,490000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,481000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,471000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,471000000,2022-10-25,2022-06-30,USD,Q1,10-Q,0001564590-22-035087
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,471000000,2023-01-24,2022-06-30,USD,Q2,10-Q,0001564590-23-000733
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,471000000,2023-04-25,2022-06-30,USD,Q3,10-Q,0000950170-23-014423
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,471000000,2023-07-27,2022-06-30,USD,FY,10-K,0000950170-23-035122
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,461000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,455000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,446000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,438000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,438000000,2023-10-24,2023-06-30,USD,Q1,10-Q,0000950170-23-054855
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,438000000,2024-01-30,2023-06-30,USD,Q2,10-Q,0000950170-24-008814
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,438000000,2024-04-25,2023-06-30,USD,Q3,10-Q,0000950170-24-048288
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,438000000,2024-07-30,2023-06-30,USD,FY,10-K,0000950170-24-087843
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,438000000,2024-12-03,2023-06-30,USD,,8-K,0000950170-24-132722
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,431000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1264000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1246000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1227000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1227000000,2024-10-30,2024-06-30,USD,Q1,10-Q,0000950170-24-118967
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1227000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1227000000,2025-01-29,2024-06-30,USD,Q2,10-Q,0000950170-25-010491
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1227000000,2025-04-30,2024-06-30,USD,Q3,10-Q,0000950170-25-061046
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1227000000,2025-07-30,2024-06-30,USD,FY,10-K,0000950170-25-100235
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1209000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1191000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1171000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,us-gaap,1155000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
DebtLongtermAndShorttermCombinedAmount,us-gaap,22600000000,2014-10-23,2014-06-30,USD,Q1,10-Q,0001193125-14-380252
DebtLongtermAndShorttermCombinedAmount,us-gaap,22600000000,2015-01-26,2014-06-30,USD,Q2,10-Q,0001193125-15-020351
DebtLongtermAndShorttermCombinedAmount,us-gaap,22600000000,2015-04-23,2014-06-30,USD,Q3,10-Q,0001193125-15-144151
DebtLongtermAndShorttermCombinedAmount,us-gaap,23700000000,2014-10-23,2014-09-30,USD,Q1,10-Q,0001193125-14-380252
DebtLongtermAndShorttermCombinedAmount,us-gaap,28300000000,2015-01-26,2014-12-31,USD,Q2,10-Q,0001193125-15-020351
DebtLongtermAndShorttermCombinedAmount,us-gaap,31800000000,2015-04-23,2015-03-31,USD,Q3,10-Q,0001193125-15-144151
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,4869000000,2018-10-24,2018-06-30,USD,Q1,10-Q,0001564590-18-024893
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,4869000000,2019-01-30,2018-06-30,USD,Q2,10-Q,0001564590-19-001392
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,4869000000,2019-04-24,2018-06-30,USD,Q3,10-Q,0001564590-19-012709
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,4869000000,2019-08-01,2018-06-30,USD,FY,10-K,0001564590-19-027952
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,28245000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53986000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,55974000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,39989000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,39989000000,2019-10-23,2019-06-30,USD,Q1,10-Q,0001564590-19-037549
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,39989000000,2020-01-29,2019-06-30,USD,Q2,10-Q,0001564590-20-002450
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,39989000000,2020-04-29,2019-06-30,USD,Q3,10-Q,0001564590-20-019706
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,39989000000,2020-07-30,2019-06-30,USD,FY,10-K,0001564590-20-034944
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,26281000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,9678000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,556000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2020-10-27,2020-06-30,USD,Q1,10-Q,0001564590-20-047996
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2021-01-26,2020-06-30,USD,Q2,10-Q,0001564590-21-002316
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2021-04-27,2020-06-30,USD,Q3,10-Q,0001564590-21-020891
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2021-07-29,2020-06-30,USD,FY,10-K,0001564590-21-039151
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,0,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,127000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,127000000,2021-10-26,2021-06-30,USD,Q1,10-Q,0001564590-21-051992
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,127000000,2022-01-25,2021-06-30,USD,Q2,10-Q,0001564590-22-002324
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,127000000,2022-04-26,2021-06-30,USD,Q3,10-Q,0001564590-22-015675
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,127000000,2022-07-28,2021-06-30,USD,FY,10-K,0001564590-22-026876
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,849000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,2714000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,2889000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,3138000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,3138000000,2022-10-25,2022-06-30,USD,Q1,10-Q,0001564590-22-035087
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,3138000000,2023-01-24,2022-06-30,USD,Q2,10-Q,0001564590-23-000733
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,3138000000,2023-04-25,2022-06-30,USD,Q3,10-Q,0000950170-23-014423
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,3138000000,2023-07-27,2022-06-30,USD,FY,10-K,0000950170-23-035122
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,6679000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,12485000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,49960000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53598000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53598000000,2023-10-24,2023-06-30,USD,Q1,10-Q,0000950170-23-054855
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53598000000,2024-01-30,2023-06-30,USD,Q2,10-Q,0000950170-24-008814
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53598000000,2024-04-25,2023-06-30,USD,Q3,10-Q,0000950170-24-048288
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53598000000,2024-07-30,2023-06-30,USD,FY,10-K,0000950170-24-087843
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,53598000000,2024-12-03,2023-06-30,USD,,8-K,0000950170-24-132722
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,59872000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,59255000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,55281000000,2024-04-25,2024-03-31,USD,Q3,10-Q,0000950170-24-048288
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,52432000000,2024-07-30,2024-06-30,USD,FY,10-K,0000950170-24-087843
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,52432000000,2024-10-30,2024-06-30,USD,Q1,10-Q,0000950170-24-118967
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,52432000000,2024-12-03,2024-06-30,USD,,8-K,0000950170-24-132722
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,52432000000,2025-01-29,2024-06-30,USD,Q2,10-Q,0000950170-25-010491
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,52432000000,2025-04-30,2024-06-30,USD,Q3,10-Q,0000950170-25-061046
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,52432000000,2025-07-30,2024-06-30,USD,FY,10-K,0000950170-25-100235
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,51876000000,2024-10-30,2024-09-30,USD,Q1,10-Q,0000950170-24-118967
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,47722000000,2025-01-29,2024-12-31,USD,Q2,10-Q,0000950170-25-010491
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,42949000000,2025-04-30,2025-03-31,USD,Q3,10-Q,0000950170-25-061046
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,us-gaap,38176000000,2025-07-30,2025-06-30,USD,FY,10-K,0000950170-25-100235
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,123000000,2018-10-24,2018-06-30,USD,Q1,10-Q,0001564590-18-024893
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,123000000,2019-01-30,2018-06-30,USD,Q2,10-Q,0001564590-19-001392
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,123000000,2019-04-24,2018-06-30,USD,Q3,10-Q,0001564590-19-012709
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,123000000,2019-08-01,2018-06-30,USD,FY,10-K,0001564590-19-027952
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,508000000,2018-10-24,2018-09-30,USD,Q1,10-Q,0001564590-18-024893
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,654000000,2019-01-30,2018-12-31,USD,Q2,10-Q,0001564590-19-001392
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,346000000,2019-04-24,2019-03-31,USD,Q3,10-Q,0001564590-19-012709
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,117000000,2019-08-01,2019-06-30,USD,FY,10-K,0001564590-19-027952
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,117000000,2019-10-23,2019-06-30,USD,Q1,10-Q,0001564590-19-037549
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,117000000,2020-01-29,2019-06-30,USD,Q2,10-Q,0001564590-20-002450
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,117000000,2020-04-29,2019-06-30,USD,Q3,10-Q,0001564590-20-019706
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,117000000,2020-07-30,2019-06-30,USD,FY,10-K,0001564590-20-034944
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,52000000,2019-10-23,2019-09-30,USD,Q1,10-Q,0001564590-19-037549
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,20000000,2020-01-29,2019-12-31,USD,Q2,10-Q,0001564590-20-002450
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,33000000,2020-04-29,2020-03-31,USD,Q3,10-Q,0001564590-20-019706
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2020-07-30,2020-06-30,USD,FY,10-K,0001564590-20-034944
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2020-10-27,2020-06-30,USD,Q1,10-Q,0001564590-20-047996
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2021-01-26,2020-06-30,USD,Q2,10-Q,0001564590-21-002316
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2021-04-27,2020-06-30,USD,Q3,10-Q,0001564590-21-020891
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2021-07-29,2020-06-30,USD,FY,10-K,0001564590-21-039151
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2020-10-27,2020-09-30,USD,Q1,10-Q,0001564590-20-047996
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2021-01-26,2020-12-31,USD,Q2,10-Q,0001564590-21-002316
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,0,2021-04-27,2021-03-31,USD,Q3,10-Q,0001564590-21-020891
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3000000,2021-07-29,2021-06-30,USD,FY,10-K,0001564590-21-039151
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3000000,2021-10-26,2021-06-30,USD,Q1,10-Q,0001564590-21-051992
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3000000,2022-01-25,2021-06-30,USD,Q2,10-Q,0001564590-22-002324
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3000000,2022-04-26,2021-06-30,USD,Q3,10-Q,0001564590-22-015675
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3000000,2022-07-28,2021-06-30,USD,FY,10-K,0001564590-22-026876
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,47000000,2021-10-26,2021-09-30,USD,Q1,10-Q,0001564590-21-051992
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,116000000,2022-01-25,2021-12-31,USD,Q2,10-Q,0001564590-22-002324
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,310000000,2022-04-26,2022-03-31,USD,Q3,10-Q,0001564590-22-015675
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,446000000,2022-07-28,2022-06-30,USD,FY,10-K,0001564590-22-026876
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,446000000,2022-10-25,2022-06-30,USD,Q1,10-Q,0001564590-22-035087
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,446000000,2023-01-24,2022-06-30,USD,Q2,10-Q,0001564590-23-000733
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,446000000,2023-04-25,2022-06-30,USD,Q3,10-Q,0000950170-23-014423
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,446000000,2023-07-27,2022-06-30,USD,FY,10-K,0000950170-23-035122
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,1140000000,2022-10-25,2022-09-30,USD,Q1,10-Q,0001564590-22-035087
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,1775000000,2023-01-24,2022-12-31,USD,Q2,10-Q,0001564590-23-000733
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3397000000,2023-04-25,2023-03-31,USD,Q3,10-Q,0000950170-23-014423
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4152000000,2023-07-27,2023-06-30,USD,FY,10-K,0000950170-23-035122
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4152000000,2023-10-24,2023-06-30,USD,Q1,10-Q,0000950170-23-054855
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4152000000,2024-01-30,2023-06-30,USD,Q2,10-Q,0000950170-24-008814
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4152000000,2024-04-25,2023-06-30,USD,Q3,10-Q,0000950170-24-048288
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4152000000,2024-07-30,2023-06-30,USD,FY,10-K,0000950170-24-087843
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4152000000,2024-12-03,2023-06-30,USD,,8-K,0000950170-24-132722
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,4783000000,2023-10-24,2023-09-30,USD,Q1,10-Q,0000950170-23-054855
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap,3253000000,2024-01-30,2023-12-31,USD,Q2,10-Q,0000950170-24-008814
